driver id,driver_role,driver_city_name,sign_up,sign_up_date,regular,regular_date,bind_car,bind_car_date,available,available_date,main_channel,car_factory_year,brand_id,inn_id,first_download_time,driver_first_trip_date,driver_last_trip_date,car_first_trip_date,acceptance,trips,,,,,,,,,
8470311935568,Driver from fleet,Panama City,Sign up,19/01/2021,Regular,20/01/2021,Bind car,20/01/2021,Available,20/01/2021,Organic,2014,1013819,null,20/01/2021,20/01/2021,13/04/2021,20/01/2021,1495,1083,,,,,,,,,
8470311935570,Driver from fleet,Munich,Sign up,19/12/2020,Regular,22/12/2020,Bind car,22/12/2020,Available,22/12/2020,Organic,2017,1013819,null,19/12/2020,18/01/2021,18/01/2021,18/01/2021,2,2,,,,,,,,,
8470311935570,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,06/01/2021,Bind car,19/12/2020,Available,06/01/2021,Fleet,2008,1014334,null,05/01/2021,10/04/2021,10/04/2021,10/04/2021,1,1,,,,,,,,,
8470311935571,Driver from fleet,Riyadh,Sign up,19/12/2020,Not regular,null,Bind car,19/12/2020,Not available,null,null,2019,1014309,null,null,null,null,null,null,null,,,,,,,,,
8470311935571,Fleet-llc/IE,Munich,Sign up,21/12/2020,Regular,21/12/2020,Bind car,03/03/2021,Not available,null,Organic,2008,1014309,Approved,null,null,null,02/03/2021,null,null,,,,,,,,,
8470311935571,Driver from fleet,Riyadh,Sign up,19/12/2020,Regular,22/12/2020,Bind car,26/03/2021,Available,26/03/2021,Fleet,2019,1014179,null,21/12/2020,15/01/2021,07/04/2021,14/01/2021,1445,1278,,,,,,,,,
8470311935573,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,23/12/2020,Bind car,13/01/2021,Available,13/01/2021,Organic,2010,1014494,null,19/12/2020,21/01/2021,13/04/2021,21/01/2021,1577,900,,,,,,,,,
8470311935574,Driver from fleet,Riyadh,Sign up,19/12/2020,Regular,11/01/2021,Bind car,11/01/2021,Not available,null,Organic,null,null,null,19/12/2020,null,null,null,null,null,,,,,,,,,
8470311935577,Driver from fleet,Riyadh,Sign up,21/12/2020,Not regular,null,Bind car,21/12/2020,Not available,null,null,2011,1014316,null,null,null,null,null,null,null,,,,,,,,,
8470311935578,Driver from fleet,Panama City,Sign up,21/12/2020,Not regular,null,Bind car,21/12/2020,Not available,null,Organic,2018,1013819,null,null,null,null,null,null,null,,,,,,,,,
8470311935579,Driver from fleet,Panama City,Sign up,21/12/2020,Regular,31/12/2020,Bind car,21/12/2020,Available,31/12/2020,Fleet,2019,1014493,null,26/12/2020,11/01/2021,12/04/2021,11/01/2021,1601,1255,,,,,,,,,
8470311935580,Driver from fleet,Panama City,Sign up,06/01/2021,Regular,10/01/2021,Bind car,16/01/2021,Available,16/01/2021,Organic,2008,1013769,null,10/01/2021,null,null,null,null,null,,,,,,,,,
8470311935580,Driver from fleet,Riyadh,Sign up,21/12/2020,Regular,31/12/2020,Bind car,11/01/2021,Available,19/01/2021,Organic,2009,1014316,null,19/12/2020,24/01/2021,13/02/2021,24/01/2021,9,8,,,,,,,,,
8470311935582,Driver from fleet,Riyadh,Sign up,19/01/2021,Regular,19/01/2021,Bind car,19/01/2021,Available,19/01/2021,Organic,2014,1014493,null,21/12/2020,19/01/2021,13/04/2021,19/01/2021,1187,1021,,,,,,,,,
8470311935582,Driver from fleet,Munich,Sign up,19/12/2020,Regular,04/02/2021,Bind car,07/02/2021,Available,07/02/2021,Organic,2016,1014309,null,19/12/2020,09/02/2021,15/02/2021,09/02/2021,33,30,,,,,,,,,
8470311935583,Driver from fleet,Panama City,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935583,Driver from fleet,Panama City,Sign up,19/12/2020,Not regular,null,Bind car,19/12/2020,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935585,Driver from fleet,Munich,Sign up,21/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935585,Driver from fleet,Riyadh,Sign up,26/12/2020,Regular,28/12/2020,Bind car,29/12/2020,Available,04/01/2021,Organic,2013,1014495,null,19/12/2020,11/01/2021,10/04/2021,11/01/2021,1281,941,,,,,,,,,
8470311935587,Driver from fleet,Munich,Sign up,19/12/2020,Regular,29/12/2020,Bind car,30/12/2020,Available,07/01/2021,Organic,2015,1014309,null,19/12/2020,null,null,null,null,null,,,,,,,,,
8470311935588,Driver from fleet,Riyadh,Sign up,21/12/2020,Regular,29/12/2020,Bind car,10/01/2021,Available,14/01/2021,Organic,2009,1014309,null,19/12/2020,14/01/2021,21/01/2021,14/01/2021,37,35,,,,,,,,,
8470311935588,Driver-IE,Munich,Sign up,21/12/2020,Not regular,null,Bind car,11/01/2021,Not available,null,Organic,2014,1014309,null,19/12/2020,11/01/2021,25/01/2021,11/01/2021,16,13,,,,,,,,,
8470311935589,Driver from fleet,Panama City,Sign up,21/12/2020,Regular,22/12/2020,Bind car,21/12/2020,Available,22/12/2020,Fleet,2013,1014046,null,21/12/2020,null,null,null,null,null,,,,,,,,,
8470311935589,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,03/01/2021,Bind car,06/01/2021,Not available,null,Organic,null,null,null,19/12/2020,null,null,null,null,null,,,,,,,,,
8470311935589,Driver from fleet,Munich,Sign up,21/12/2020,Regular,07/01/2021,Bind car,21/12/2020,Available,07/01/2021,Fleet,2017,1014493,null,21/12/2020,13/01/2021,14/01/2021,13/01/2021,2,2,,,,,,,,,
8470311935591,Driver from fleet,Munich,Sign up,21/12/2020,Regular,21/12/2020,Bind car,24/03/2021,Available,24/03/2021,Organic,null,null,null,30/12/2020,13/01/2021,19/03/2021,null,395,255,,,,,,,,,
8470311935593,Driver from fleet,Panama City,Sign up,21/12/2020,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935593,Driver from fleet,Riyadh,Sign up,21/12/2020,Regular,23/12/2020,Bind car,31/12/2020,Available,31/12/2020,Organic,2013,1014494,null,21/12/2020,null,null,null,null,null,,,,,,,,,
8470311935593,Driver from fleet,Riyadh,Sign up,21/12/2020,Regular,21/12/2020,Bind car,22/12/2020,Available,23/12/2020,Organic,2015,1014309,null,19/12/2020,12/01/2021,13/04/2021,12/01/2021,348,282,,,,,,,,,
8470311935593,Driver from fleet,Riyadh,Sign up,22/12/2020,Regular,23/12/2020,Bind car,22/12/2020,Available,12/01/2021,Fleet,2006,1014542,null,19/12/2020,17/01/2021,28/03/2021,17/01/2021,221,146,,,,,,,,,
8470311935594,Driver from fleet,Riyadh,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935594,Driver from fleet,Panama City,Sign up,18/01/2021,Regular,18/01/2021,Bind car,18/01/2021,Available,18/01/2021,Fleet,2012,1013891,null,21/12/2020,18/01/2021,19/01/2021,18/01/2021,9,8,,,,,,,,,
8470311935595,Driver from fleet,Riyadh,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935596,Driver from fleet,Panama City,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935596,Driver from fleet,Riyadh,Sign up,21/12/2020,Regular,23/12/2020,Bind car,21/12/2020,Available,28/12/2020,null,2012,1014309,null,23/12/2020,16/01/2021,18/02/2021,16/01/2021,23,21,,,,,,,,,
8470311935597,Driver from fleet,Riyadh,Sign up,19/12/2020,Regular,21/12/2020,Bind car,04/01/2021,Available,05/01/2021,Organic,2014,1014478,null,19/12/2020,null,null,null,null,null,,,,,,,,,
8470311935597,Driver from fleet,Panama City,Sign up,28/12/2020,Regular,29/12/2020,Bind car,30/12/2020,Available,30/12/2020,Fleet,null,null,null,21/12/2020,null,null,null,null,null,,,,,,,,,
8470311935597,Driver from fleet,Panama City,Sign up,21/12/2020,Regular,27/12/2020,Bind car,30/12/2020,Available,13/01/2021,Fleet,2018,1014493,null,27/12/2020,null,null,null,2,0,,,,,,,,,
8470311935598,Driver from fleet,Panama City,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935598,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,03/01/2021,Bind car,12/01/2021,Available,12/01/2021,Fleet,2020,1014497,null,16/12/2020,11/01/2021,07/04/2021,17/01/2021,193,152,,,,,,,,,
8470311935598,Driver from fleet,Panama City,Sign up,21/12/2020,Regular,21/12/2020,Bind car,23/12/2020,Available,24/12/2020,Organic,2013,1013678,null,21/12/2020,19/01/2021,03/03/2021,19/01/2021,48,46,,,,,,,,,
8470311935598,Driver from fleet,Riyadh,Sign up,19/12/2020,Regular,02/01/2021,Bind car,02/01/2021,Not available,null,Organic,2008,1014309,null,19/12/2020,03/02/2021,03/02/2021,03/02/2021,1,1,,,,,,,,,
8470311935599,Driver from fleet,Panama City,Sign up,25/12/2020,Not regular,null,Bind car,25/12/2020,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935600,Driver from fleet,Riyadh,Sign up,19/12/2020,Regular,21/01/2021,Bind car,22/01/2021,Available,22/01/2021,Organic,2011,1014496,null,19/12/2020,23/01/2021,01/04/2021,23/01/2021,184,31,,,,,,,,,
8470311935600,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,19/12/2020,Bind car,28/02/2021,Available,28/02/2021,Fleet,2019,1014478,null,16/12/2020,28/02/2021,09/04/2021,09/04/2021,30,24,,,,,,,,,
8470311935602,Driver from fleet,Munich,Sign up,21/12/2020,Regular,29/12/2020,Bind car,30/12/2020,Available,30/12/2020,Organic,2017,1014179,null,21/12/2020,11/01/2021,08/04/2021,11/01/2021,294,243,,,,,,,,,
8470311935603,Driver from fleet,Riyadh,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935603,Driver from fleet,Panama City,Sign up,21/12/2020,Regular,31/12/2020,Bind car,01/01/2021,Available,05/01/2021,Organic,2008,1013628,null,21/12/2020,null,null,null,null,null,,,,,,,,,
8470311935605,Driver from fleet,Munich,Sign up,21/12/2020,Not regular,null,Bind car,04/03/2021,Not available,null,Organic,2007,1014560,null,null,null,null,null,null,null,,,,,,,,,
8470311935605,Driver from fleet,Munich,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935605,Driver from fleet,Riyadh,Sign up,19/12/2020,Regular,22/12/2020,Bind car,09/04/2021,Available,09/04/2021,Organic,2011,1015048,null,17/12/2020,null,null,null,null,null,,,,,,,,,
8470311935609,Driver from fleet,Riyadh,Sign up,21/12/2020,Regular,22/12/2020,Bind car,21/12/2020,Available,22/12/2020,Fleet,2012,1014309,null,21/12/2020,18/01/2021,19/02/2021,18/01/2021,67,59,,,,,,,,,
8470311935611,Driver from fleet,Riyadh,Sign up,19/12/2020,Regular,16/03/2021,Bind car,19/12/2020,Available,16/03/2021,Fleet,2007,1014309,null,10/01/2021,16/03/2021,19/03/2021,16/03/2021,18,13,,,,,,,,,
8470311935612,Driver from fleet,Riyadh,Sign up,30/12/2020,Not regular,null,Bind car,30/12/2020,Not available,null,Organic,2014,1014309,null,null,null,null,null,null,null,,,,,,,,,
8470311935613,Driver from fleet,Panama City,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935614,Driver from fleet,Riyadh,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935614,Driver from fleet,Riyadh,Sign up,25/12/2020,Regular,02/01/2021,Bind car,03/01/2021,Available,03/01/2021,Organic,2007,1013674,null,19/12/2020,12/01/2021,13/03/2021,12/01/2021,27,18,,,,,,,,,
8470311935618,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,23/12/2020,Bind car,28/02/2021,Available,28/02/2021,Organic,2018,1014478,null,19/12/2020,13/01/2021,04/02/2021,null,6,6,,,,,,,,,
8470311935621,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,28/12/2020,Not bind car,null,Not available,null,Organic,null,null,null,18/12/2020,null,null,null,null,null,,,,,,,,,
8470311935621,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,21/12/2020,Bind car,23/12/2020,Available,23/12/2020,Fleet,2006,1013726,null,19/12/2020,null,null,null,null,null,,,,,,,,,
8470311935621,Driver from fleet,Riyadh,Sign up,21/12/2020,Regular,21/12/2020,Bind car,23/12/2020,Available,31/12/2020,Organic,2012,1014478,null,21/12/2020,15/01/2021,28/03/2021,15/01/2021,139,117,,,,,,,,,
8470311935623,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,23/12/2020,Bind car,27/12/2020,Available,05/01/2021,Organic,2007,1014088,null,19/12/2020,null,null,null,null,null,,,,,,,,,
8470311935623,Driver from fleet,Riyadh,Sign up,19/12/2020,Regular,20/12/2020,Bind car,22/12/2020,Available,22/01/2021,Organic,2019,1014478,null,19/12/2020,11/01/2021,13/04/2021,11/01/2021,2416,1710,,,,,,,,,
8470311935624,Driver from fleet,Munich,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935624,Driver from fleet,Munich,Sign up,20/12/2020,Regular,31/12/2020,Bind car,06/01/2021,Available,10/01/2021,Organic,2016,1013915,null,19/12/2020,11/01/2021,13/04/2021,11/01/2021,454,361,,,,,,,,,
8470311935625,Driver from fleet,Panama City,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935625,Driver from fleet,Munich,Sign up,20/12/2020,Regular,31/12/2020,Bind car,16/03/2021,Available,16/03/2021,Organic,null,null,null,20/12/2020,24/02/2021,13/04/2021,null,439,361,,,,,,,,,
8470311935625,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,31/12/2020,Bind car,01/01/2021,Available,01/01/2021,Fleet,null,null,null,20/12/2020,11/01/2021,16/03/2021,null,216,193,,,,,,,,,
8470311935626,Driver from fleet,Munich,Sign up,19/12/2020,Regular,01/01/2021,Bind car,14/01/2021,Available,14/01/2021,Organic,2019,1014091,null,19/12/2020,15/01/2021,11/04/2021,15/01/2021,309,249,,,,,,,,,
8470311935627,Driver from fleet,Riyadh,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935629,Driver from fleet,Riyadh,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935629,Driver-IE,Panama City,Sign up,20/12/2020,Regular,20/12/2020,Bind car,08/02/2021,Available,08/02/2021,Organic,2011,1013819,Approved,20/12/2020,29/01/2021,13/04/2021,09/02/2021,442,320,,,,,,,,,
8470311935630,Driver from fleet,Panama City,Sign up,21/12/2020,Not regular,null,Bind car,21/12/2020,Not available,null,Organic,2015,1014493,null,null,null,null,null,null,null,,,,,,,,,
8470311935630,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,21/12/2020,Bind car,10/04/2021,Available,10/04/2021,Fleet,2017,1014478,null,20/12/2020,11/01/2021,28/01/2021,null,6,6,,,,,,,,,
8470311935630,Driver from fleet,Munich,Sign up,24/12/2020,Regular,24/12/2020,Bind car,27/12/2020,Available,27/12/2020,Organic,2019,1013819,null,20/12/2020,24/01/2021,24/01/2021,24/01/2021,13,5,,,,,,,,,
8470311935631,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,21/12/2020,Bind car,19/12/2020,Available,31/12/2020,Fleet,2020,1014497,null,19/12/2020,null,null,null,null,null,,,,,,,,,
8470311935631,Driver from fleet,Panama City,Sign up,21/12/2020,Regular,25/12/2020,Bind car,31/12/2020,Available,31/12/2020,Fleet,null,null,null,22/12/2020,null,null,null,null,null,,,,,,,,,
8470311935636,Driver from fleet,Panama City,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935637,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,21/12/2020,Bind car,19/03/2021,Available,19/03/2021,Fleet,null,null,null,20/12/2020,11/01/2021,13/04/2021,null,721,593,,,,,,,,,
8470311935637,Driver from fleet,Riyadh,Sign up,20/12/2020,Not regular,null,Bind car,08/01/2021,Not available,null,Organic,2014,1013674,null,20/12/2020,11/01/2021,19/01/2021,11/01/2021,47,40,,,,,,,,,
8470311935638,Driver from fleet,Panama City,Sign up,21/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935638,Driver from fleet,Riyadh,Sign up,20/12/2020,Regular,24/12/2020,Bind car,29/12/2020,Available,29/12/2020,Organic,2012,1014460,null,20/12/2020,12/01/2021,23/02/2021,12/01/2021,144,101,,,,,,,,,
8470311935641,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,22/12/2020,Bind car,20/12/2020,Available,23/12/2020,Fleet,2019,1014497,null,16/12/2020,11/01/2021,13/04/2021,11/01/2021,2164,1598,,,,,,,,,
8470311935643,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,21/12/2020,Bind car,25/12/2020,Available,24/01/2021,Organic,2019,1014497,null,20/12/2020,12/01/2021,13/04/2021,12/01/2021,2041,1330,,,,,,,,,
8470311935646,Driver from fleet,Riyadh,Sign up,20/12/2020,Regular,20/12/2020,Bind car,15/02/2021,Available,15/02/2021,Fleet,2019,1014179,null,17/12/2020,11/01/2021,09/04/2021,06/02/2021,1381,1008,,,,,,,,,
8470311935647,Driver from fleet,Panama City,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935647,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,25/12/2020,Bind car,20/12/2020,Available,01/02/2021,Fleet,2006,1014041,null,20/12/2020,24/01/2021,02/02/2021,24/01/2021,7,7,,,,,,,,,
8470311935648,Driver from fleet,Panama City,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935648,Driver from fleet,Munich,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935648,Driver-IE,Panama City,Sign up,16/01/2021,Regular,17/01/2021,Bind car,31/03/2021,Available,31/03/2021,Referral,2016,1013819,null,08/01/2021,26/01/2021,12/04/2021,null,67,50,,,,,,,,,
8470311935649,Driver from fleet,Riyadh,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935649,Driver from fleet,Panama City,Sign up,20/12/2020,Not regular,null,Bind car,20/12/2020,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935650,Driver from fleet,Riyadh,Sign up,20/12/2020,Regular,21/12/2020,Bind car,11/03/2021,Available,11/03/2021,Fleet,2019,1014179,null,19/12/2020,15/01/2021,10/04/2021,14/01/2021,1295,1143,,,,,,,,,
8470311935651,Driver from fleet,Munich,Sign up,21/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935651,Driver from fleet,Riyadh,Sign up,21/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935651,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,21/12/2020,Bind car,21/12/2020,Available,30/12/2020,Fleet,2019,1013819,null,20/12/2020,11/01/2021,11/04/2021,11/01/2021,139,127,,,,,,,,,
8470311935651,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,29/12/2020,Bind car,11/01/2021,Available,11/01/2021,Organic,2013,1014167,null,20/12/2020,11/01/2021,12/03/2021,11/01/2021,123,69,,,,,,,,,
8470311935651,Driver from fleet,Riyadh,Sign up,20/12/2020,Regular,14/01/2021,Bind car,20/12/2020,Available,14/01/2021,Fleet,2015,1013915,null,20/12/2020,16/01/2021,16/01/2021,16/01/2021,2,1,,,,,,,,,
8470311935653,Driver from fleet,Panama City,Sign up,30/12/2020,Regular,31/12/2020,Bind car,21/01/2021,Available,21/01/2021,Organic,2018,1014497,null,21/12/2020,13/01/2021,23/01/2021,null,3,3,,,,,,,,,
8470311935654,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,22/12/2020,Bind car,02/03/2021,Available,02/03/2021,Organic,2017,1014478,null,20/12/2020,15/01/2021,13/04/2021,06/03/2021,1278,913,,,,,,,,,
8470311935655,Driver from fleet,Munich,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935655,Driver from fleet,Riyadh,Sign up,20/12/2020,Regular,20/12/2020,Bind car,20/12/2020,Available,20/12/2020,Fleet,2013,1014309,null,20/12/2020,21/01/2021,07/04/2021,21/01/2021,73,57,,,,,,,,,
8470311935657,Driver from fleet,Panama City,Sign up,18/12/2020,Regular,19/12/2020,Bind car,22/12/2020,Available,22/12/2020,Fleet,2020,1014478,null,18/12/2020,11/01/2021,10/04/2021,11/01/2021,565,496,,,,,,,,,
8470311935662,Driver from fleet,Panama City,Sign up,18/12/2020,Regular,22/12/2020,Bind car,18/12/2020,Available,01/02/2021,Fleet,2018,1014493,null,18/12/2020,11/01/2021,10/04/2021,11/01/2021,1379,867,,,,,,,,,
8470311935662,Driver from fleet,Riyadh,Sign up,18/12/2020,Regular,22/12/2020,Bind car,22/12/2020,Available,26/12/2020,Organic,2015,1014309,null,23/02/2021,12/01/2021,11/04/2021,12/01/2021,82,72,,,,,,,,,
8470311935662,Driver from fleet,Panama City,Sign up,18/12/2020,Regular,30/12/2020,Bind car,02/01/2021,Available,12/01/2021,Organic,2017,1013775,null,18/12/2020,null,null,null,1,0,,,,,,,,,
8470311935663,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,30/12/2020,Bind car,30/12/2020,Available,30/12/2020,Fleet,2016,1014478,null,20/12/2020,11/01/2021,15/03/2021,11/01/2021,190,143,,,,,,,,,
8470311935664,Driver from fleet,Riyadh,Sign up,20/12/2020,Not regular,null,Bind car,20/12/2020,Not available,null,Fleet,2011,1014309,null,null,null,null,null,null,null,,,,,,,,,
8470311935665,Driver from fleet,Panama City,Sign up,18/12/2020,Regular,31/12/2020,Bind car,02/01/2021,Available,02/01/2021,Organic,2015,1014494,null,18/12/2020,22/01/2021,09/04/2021,22/01/2021,148,89,,,,,,,,,
8470311935666,Driver from fleet,Riyadh,Sign up,20/12/2020,Not regular,null,Bind car,20/12/2020,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935667,Fleet-llc/IE,Panama City,Sign up,28/12/2020,Regular,28/12/2020,Bind car,30/12/2020,Not available,null,Organic,2019,1014478,Approved,null,null,null,null,null,null,,,,,,,,,
8470311935667,Driver from fleet,Panama City,Sign up,18/12/2020,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935667,Driver from fleet,Munich,Sign up,18/12/2020,Regular,29/12/2020,Bind car,30/12/2020,Available,20/01/2021,Organic,2007,1013674,null,18/12/2020,20/01/2021,13/04/2021,20/01/2021,495,366,,,,,,,,,
8470311935667,Driver from fleet,Panama City,Sign up,18/12/2020,Regular,21/12/2020,Bind car,18/12/2020,Available,22/12/2020,null,2013,1014496,null,17/12/2020,12/01/2021,18/01/2021,12/01/2021,15,13,,,,,,,,,
8470311935668,Driver from fleet,Riyadh,Sign up,18/12/2020,Regular,23/12/2020,Bind car,25/12/2020,Available,25/12/2020,Organic,2015,1013915,null,18/12/2020,null,null,null,null,null,,,,,,,,,
8470311935669,Driver from fleet,Munich,Sign up,20/12/2020,Regular,01/01/2021,Bind car,10/02/2021,Available,10/02/2021,Organic,2020,1014309,null,08/12/2020,13/01/2021,09/04/2021,28/01/2021,479,388,,,,,,,,,
8470311935669,Driver from fleet,Riyadh,Sign up,20/12/2020,Regular,20/12/2020,Bind car,20/12/2020,Available,12/01/2021,Fleet,2018,1014478,null,20/12/2020,11/01/2021,25/03/2021,11/01/2021,237,200,,,,,,,,,
8470311935672,Driver from fleet,Riyadh,Sign up,18/12/2020,Regular,21/12/2020,Bind car,27/12/2020,Available,27/12/2020,null,2010,1014334,null,17/12/2020,13/01/2021,07/04/2021,13/01/2021,58,50,,,,,,,,,
8470311935673,Driver from fleet,Riyadh,Sign up,18/12/2020,Regular,20/12/2020,Bind car,20/12/2020,Not available,null,Organic,2012,1014494,null,18/12/2020,11/01/2021,19/01/2021,11/01/2021,43,37,,,,,,,,,
8470311935674,Fleet-llc/IE,Munich,Sign up,29/12/2020,Regular,29/12/2020,Bind car,13/04/2021,Not available,null,Organic,2007,1014752,Approved,null,null,null,null,null,null,,,,,,,,,
8470311935674,Driver from fleet,Munich,Sign up,18/12/2020,Regular,18/12/2020,Bind car,11/02/2021,Available,11/02/2021,Organic,2014,1014493,null,18/12/2020,null,null,null,null,null,,,,,,,,,
8470311935675,Driver from fleet,Munich,Sign up,20/12/2020,Regular,21/12/2020,Bind car,19/03/2021,Available,19/03/2021,Fleet,2017,1013819,null,18/12/2020,12/01/2021,13/04/2021,20/03/2021,294,247,,,,,,,,,
8470311935675,Driver from fleet,Munich,Sign up,20/12/2020,Regular,29/12/2020,Bind car,30/12/2020,Available,30/12/2020,Organic,2019,1014493,null,20/12/2020,12/01/2021,31/03/2021,12/01/2021,208,175,,,,,,,,,
8470311935675,Driver from fleet,Munich,Sign up,19/12/2020,Regular,19/12/2020,Bind car,24/12/2020,Available,21/01/2021,Organic,2016,1014497,null,18/12/2020,17/01/2021,17/03/2021,17/01/2021,79,56,,,,,,,,,
8470311935677,Driver from fleet,Munich,Sign up,18/12/2020,Regular,19/12/2020,Bind car,29/01/2021,Available,29/01/2021,Organic,null,null,null,19/12/2020,14/01/2021,27/01/2021,null,100,74,,,,,,,,,
8470311935677,Driver from fleet,Panama City,Sign up,22/12/2020,Regular,26/12/2020,Bind car,06/01/2021,Available,11/01/2021,Organic,2012,1014262,null,20/12/2020,11/01/2021,11/01/2021,11/01/2021,1,1,,,,,,,,,
8470311935678,Driver from fleet,Riyadh,Sign up,23/12/2020,Regular,30/12/2020,Bind car,23/12/2020,Available,30/12/2020,Fleet,2011,1013674,null,21/12/2020,null,null,null,null,null,,,,,,,,,
8470311935679,Driver from fleet,Riyadh,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311935679,Driver from fleet,Riyadh,Sign up,20/12/2020,Regular,30/12/2020,Bind car,20/12/2020,Available,31/12/2020,Fleet,2012,1014299,null,23/12/2020,11/01/2021,13/04/2021,11/01/2021,2248,1724,,,,,,,,,
8470311935679,Driver from fleet,Munich,Sign up,18/12/2020,Regular,24/12/2020,Bind car,21/03/2021,Available,22/03/2021,Organic,2012,1014590,null,18/12/2020,01/04/2021,02/04/2021,01/04/2021,8,7,,,,,,,,,
8470311935681,Driver from fleet,Panama City,Sign up,18/12/2020,Regular,30/12/2020,Bind car,01/01/2021,Available,01/01/2021,Organic,2006,1013915,null,18/12/2020,11/01/2021,07/04/2021,11/01/2021,290,203,,,,,,,,,
